review,rating
nyaman belanja di sini shopee mantap luar biasa,5
mantap 👍👍👍🛀,5
"Mantablah, tapi tolong perbaharui untuk sistem pengembalian dana nya ketika menolak paket apalagi jika posisi kita lagi di luar kota, masak harus nunggu paket sampai ke seller nya😳",5
shopee tempat belanja yg tepat,5
saran saya... bisa di permudah lagi untuk pembayaran komisi hasil video affiliatte. soalnya banyak kesulitan untuk pembuatan NPWP.. terima kasih...,5
aplikasi cukup memuaskan,5
semua ada di shopee,5
ok,5
oke,4
"Onclick BCA tiba-tiba hilang, pas mau ditambahkan lagi keterangannya ""Nomor ini sudah terdaftar"". Dicek di BCA memang masih tertaut sama Shopee dan ShopeePay, tapi di aplikasi Shopee-nya nggk ada 🥶😌😤 Mana lagi urgent!. Sudah kuhapus dan kutambahkan ulang, tapi sampai sekarang tidak bisa. 🫤",1
gimana nih ngak bisa di instal apa lgi .shope nya ngak bisa geratis ongkir maham,5
Hati Hati ada penipu yg ngaku dari pihak shoppe saya kena sekitar 500ribu buat developer tolong laporin,3
"Belanja online adalah suatu hal yang di sukai semua orang, sebab produk yang tersedia kita bebas dalam pemilihan sebagaimana produk pilihan yang kita pesan dari toko-toko di Shopee. Dan yang paling terpenting adalah Amanah: paket sesuai dengan yang di butuhkan pembeli dan paket sampai di tempat tujuan dengan aman dan selamat. Sebab hal demikian adalah harapan semua orang sehingga mereka di sebut: Pelanggan berulang.",5
bagus banget,5
baik,5
sat set blanja d shopee aja,5
tempat belanja Aling the best 👍👍,5
"aku cabut lagi bintang 5 nya, sekarang udah gak ada j&t lagi, pake spx lama kali, mana ga tertera lagi no.tlp nya, tiba tiba aja nongol, beda sama j&t, kalo lagi ga di rumah bisa ntar sore dia balik lagi, mana j&t dateng nya cuma sehari lagi, susah sekarang mesan barang di shopee padahal apk nya bagus banget, padahal shopee berkembang juga karna j&t, malah ngelepas j&t",1
iya untuk teman teman kalo mau cek out di shopee ya teman teman,5
sangat membantu dan hemat waktu,5
ok,5
banyak untungnya belanja di shopee,5
memuaskan,5
sangat mantap,5
APLIKASI SAMPAH,1
"dari dulu sampai sekarang sy belanja nggak pernah di tempat lain,cuma di Shopee. pokok nya shopee the best.....",5
bagus sekali,5
shopee ini bagus suka banget aku beli barang di situ gak pernah ganti aplikasi yang lain,5
Shopee amanah,5
baguss,5
lebih mudah dan aman,4
mantap,5
Barang Murah Gratis Ongkir Dan Setiap Beli *Selalu Dapat Diskon/Voucher* Bay To Way Baràng ńýà Śéĺàĺù Śéśùáì Dengan Gambar/Contoh *Foto/Video* Semoga Ulasan Ini Berguna Dan Bermanfaat Ya DADAH BY:Nayy Name:Nayra Marshana Airin,5
mantap sangan berguna,5
"mantap, aplikasi bagus, pesan apa apa enak..pokoknya mantap,,❤️❤️❤️",5
"belanja onlien sangat membantu,, semoga toko2nya tetap amanah, sehingga tidak ada pelanggan yang kecewa,",5
"Bintang 1, lucu shopee ini ga lagi jualan disini ga full diganti sudah di asuransikan produk nya tapi ga bisa di tambahkan emang ngebug dari shopee nya yang disalahkan malah seller nya aneh emang diganti cuman 10x ongkir lagi barang saya harga 3.5Jt diganti cuman 448K ga ada setengah harga😂",5
"sejauh ini pelayanan bagus ,,,",5
bagus,5
Terimakasih Shopee selalu memberikan voucher gratis,5
sangat bermanfaat dan membatu,5
Beli dishoppe barang ORI,5
bagus dan puas,5
sat set lngsng teko barang e,5
"shopee sekarang sudah tidak jelas,,, tidak ada kebijakan dalam pengembalian barang..dan itu sangat merugikan seller.. terutama bagi yang umkm. tolong lah kebijakan pengembalian barang di proses kayag dulu lagi..bisa bangkrut systemmu yang kayag sekarang bagi para seller",1
Mantap.,5
barang² nya real pic smua,5
"untuk toko"" yang gak amanah blokir saja. pihak shopee harus lebih teliti untuk menyetujui toko"" yang jualan",1
"S'lalu sesuai p'sanan,toko2 y jg amanah.s'moga k dpn y makin sukses dan slalu mengedepan kan kualitas produk dan playanan y,🤗🙏",5
kenapa shoppe saya tidak bisa di gunakan?,1
semenjak tidak bekerja sama dengan jnt kurir shope yang spx sangat lambat dan lelet paket sering di tunda beda dengan belanja di tiktok pakai jnt super kilat,2
"Senang blnja dari rmh lwat shopee, saya tidak pernah berhenti belanja di sini",5
terlalu lama pengiriman nya,3
info pengiriman di aplikasi tidak jelas,1
Mantap banget dah 👍,5
saya senang berbelanja di shopee,5
sudah males belanja di sini karna dg jasa kirimnya spx yg sangat lambat..auto uinstal aja,1
Shopee pilihan yg tepat untuk belanja online...,5
mantap,5
apk bagus banget buat pesan online keren,5
😘,5
shopee sangat murah,5
keren banget,5
bagus banget produk lengkap,5
ok,5
gak pernah mengecewakan,5
semakin mempermudah ketika ingin belanja,5
sangat bagus,5
barang bagus pengiriman cepat,5
blanja lebih mudah,3
behhh,5
tas nya bagus banget saya sangat puas,5
"Lengkap memenuhi semua kebutuhan, systempembayaran Ok dg Shopeepay dan kraetive cara pengiklanannya.",5
trimksih brng dh nympaii...sesuai pesanan.kurir ramah,5
"kwalitas produknya sesuai dengan pesanan saya , ,shopee memang online shop terbaik"" thanks shopee ,🙏🙏🙏🙏🙏🙏",5
Tolong buatkan Mode pembayaran QRIS. Terimakasih,3
bagus ² pengiriman barang respon cepat,5
okelah,5
kenapa y sekarang shopee pengiriman nya luaaamaaaa bgtttttttt,1
"mudah penggunaan aplikas,i harga hemat dan bersaing , banyak variasi produk",5
kerrrreeeeeennnnnn... sip.... jossss....,5
"ini aplikasi udah gila!! semua di buat berlebihan. 1. penipuan dimana-mana 2. iklan dimana-mana 3. fitur dimana-mana (walaupun itu gak guna) 4. LOAD? gila parah bangett 5. mini apps di dalam main apps last, entah dari mana? kapan? TIBA-TIBA ada tagihan dan kita yang gak tau apa apa harus di suruh bayar, kalau gak bayarr di telvon sana-sini terus-terusan (pemaksaan, pemerasan, teror) ini kah yg di bilang nomor 1 asia?? (APLIKASI CACAT)",1
hasil lumayan bagus,4
"min cara membalikkan shopee pay ter saya gimana yh,ini bekukan pdhal saya bayar cicilan smpe tuntas",3
Thankyou shopeee,5
Bagus,5
sangat puas,5
Bagus,5
iklan lu dimana2,1
Terimaksih telah menyediakan sebuah aplikasi pelayanan perjuslan👌 sangat bagus tidak mengecewakan,5
oke,5
di shoope serba ada,4
bagus sekali saya nyaman pakai aplikasi ini,4
APLIKASI JEMBUUUT MAU MENGAJUKAN PINJAMAN DI TOLAK TERUS PADAHAL SERING BELANJA,1
"Saya benar-banar kecewa. Karena sudah berapa kali saya mendownload aplikasi shopee ini, tetap tidak bisa-bisa.. Jujur.. saya Nyesal mendownload berkali-kali tapi tidak bisa-bisa, yang ada hanya untuk menghabiskan paket ku saja.",1
semenjak beranda diubah ke format video dulu jadi jelek,1
Aplikasi Ngelag Pas Lagi di pakek Beberapa menit,2
shopee is d'best e-commerce 👍👍👌,5
sangat memuaskan dan toko2 y amanah,5
sangat baik,5
Hebat,5
"Aplikasi aneh, saya pesen kalung dinosaurus, udah nunggu dari 2,3 juta abad yang lalu, tapi belum nyampe juga. ✌",5
mantappp,5
kalau di apk terlalu lama bikih hp jadi macet.,3
bisa cod cek jdi bsa GK d ambil jka barang yng datang GK sesuai pesanan semua barang murah dn ongkir nya jga,5
Aplikasi sangat bagus dan membantu memudahkan berbelanja kebutuhan👍🏻👍🏻,5
sangat bagus,5
oke,4
"suka bgtt belanja di Shopee, please jangan ngelag yaa",5
jer basuki mowo beyo,4
beli pulsa di shopee malah kena potong 25% di tanya ke cs nya tetep aja ga ngebantu,2
bagus,5
Sekarang paylater ga bisa diubah kecicilan.selalu.gagal,4
baik,4
ok bika,5
"masalah chat, mengirim gambar, dll. masih buruk",1
"alhmdllh msh setia sma aplikasi nie, mntap bnget deh pkknya..",5
"Aplikasi lu berat banget jir, lebih berat daripada tokopedia. Tidak ramah hp low end",1
"bagus banget nih aplikasi gampang untuk mendapatkan promo, banyak banget promonya",5
"sangat membantu blanja di online shopee ,,blanja taperlu mundar mandir",5
menyenangkan untuk belanja online,5
mantan,5
"Sekarang loding lama, untuk membuka tautan apa pun,kuota banyak singal juga g ada masalah, akan tetapi sekarang untuk lihat toko, buka halaman pun lelet lama, malah trs terusan minta upgrade tp malah kinerja tambah buruk",3
mantap pitur nya,5
aku suka banget belanja d shopee hrg nya aga murah kulirnya baik ramah trima kasih shope,5
bagus dan bermanfaat aplikasi ini,5
mantap pol,5
"gaji karyawan blm dibayar,ruwet",1
sangat amanah dan memuaskan,5
gk bisa bayar qris pakai splaylater,1
TEAM SHOPEE LELET DALAM MENANGANI MASALAH/BAHKAN MASALAH TIDAK TERSELESAIKAN!,1
sangat puas,5
jossss,5
👍,5
bagus memuaskan,5
kaos polos barang bagus sesuai pesanan untuk laki2,5
Sangat bagus,5
lebih mudah mencari yg susah di cari di toko oplen,5
ok ok lah,5
"buruk masa load nya lama kali, terasa sekali load data nya sangat lama. mind gk ada cara lain lagi ya supaya apk lebih efesien pada saat load data.",3
sangat membantu kebutuhan,5
Shopee bgs cma jrng yg cod,3
bagus dan mudah untuk berbelanja,5
tempat jualan online terpercaya ya di shopee aja🤙😝,5
"tolong dong mau beli barang disuruh sedang downloading, kami sedang membuat fitur.. padahal udah make wifi ga bisa bisa",1
belanja santai..mantap,5
thank,5
sangat baik,5
apk bagus tpi tolong agak di percepat agak lemot soalnya trimakasi,5
bagus,5
bgus bgt,5
bagus,5
mantap,5
"sangat senang bisa belanja di shopee allhamdulilah toko "" nya sellu amanah, sukses terus jangan pernah mengecewakan konsumen 🙏💪",5
mantap pokoknya,5
good,4
"samsung a24 ram 8 utk buka keranjang shopee kok mantul2 gak karuan scrol2nya, pdhl udh ta update n hapus sesi msh aj lelet scrol gx teratur tolong dong d benerin aplikasinya biar mulus",3
"pertahankan pelayanan , dan lebih di tingkatkan",5
kok shope food nya gk ada lg pdhl awl ada,1
sangat membantu untuk membeli keperluan tanpa datang ke tempatnya cuman tinggl pilih barng yang kita mau dan tunggu sampai barangnya datang terbaik shopee,5
aku suka banget sama shopee belanja di shopee murah dan. kualitasnya bagus gratis ongkir bisa dapet vocet dan bisa kuter koin juga pokoknya shopee is the best,5
"Jadilah pembeli yang smart... Sebelum membeli bacalah deskripsi terlebih dahulu, agar tidak menyalahkan penjual dan juga shopee.",5
mantap,5
membantu,5
memudah kan belanja online,5
mantap,5
bgus banget,5
baik,5
good very good,5
"Baik, sangngat terbantu",5
Terbaik banyak gratis ongkir mantap boss ku,5
ok,5
tolong aktifkan spaylater saya,4
lumayan sesuai pesanan gak kecewa,5
"suka sekali dengan apk ini, selalu dapat gratis ongkir",5
iklan mu tu ganggu,1
ok banget,5
Dasar aplikasi kont kenapa harus gua yang dikasih bug sama wifi lancar malah dikasih jaringan internet tidak stabil minimal kalo buat applikasi tu yang bener jangan kaya gini ngtd padahal dah uinstal aplikasi update ganti akun masih aja bug aplikasi gak guna sampah emang🗿,1
sangat luar biasa,5
tolong jasa J&T diadakan lagi kami kangen jasa J&T yg selalu ramah dan asik 🙁😭,3
makin kesini. makin mengecewakan. untuk pelayanan pengiriman nya.,1
hallo kakaa🙌🏻 aku suka sekalii dengan voucher² dari shopee karena bisa sampai 0 rupiahh ^^ semangat terus yaaa semoga sukses selalu dan tetap begini ya untuk voucher² nyaa smoga kedepan nya bisa lbih di tambahinn makasiiiii😍,5
puas aja dg pelayanan aplikasi shope,5
cocok belanja d shopee,5
gg barang nyampe sesuai dan bnyk diskon 😂,5
ok jozz,5
wow bgt,4
"suka bgt sm apk shopee, keren lahhh pokona mahh",5
bagus belanja d sini,5
Shopee emang yg terbaik👍💯,5
aplikasi yang membantu banyak orang,5
Tiap bulan Suruh update,3
Bagus dan banyak voucher,5
"aplikasi belanja amanah, nyaman selalu percaya dgn aplikasi belanja online ini",5
ok,5
berbelanja makin mudah tanpa kawatir,5
good,5
"bagus,cepat,sampai saat ini pesan belum pernah tidak sesuai,makasih shopee",4
BUG NYA BIKIN MALES ASLI. UDH CLEAR CACHE MASIH AJA,2
sangat terbantu,5
mengapa saya tidak bisa memesan barang yang saya mau ya tolong di bantu dong,5
mantafff ...,5
"selama 2 tahun saya memiliki kepuasan dalam blanja disini .mskipun pernah mengalami cod tidak sampai barangnya tp kebijakan shopee sangat tegas ,begitu saya komplain barang yang salah sasaran di antar lagi sesuai alamat .bagus sih memuaskan kbijakan shopee ini. masalah pembayaran kalo batal pesan juga tidak susah .sewaktu salah pesan paket masih dalam kemasan produk untung blm di kirim.",5
"jika shopee tdk mampu memberikan coin atas video atau live yg di tonton ya hapus saja dari fitur, jng pengguna di curigai atas aktifitas fitur yg di maksud, itu cukup membuat ketersinggungan pengguna... pelajarilah kembali apakah coin bisa di uangkan selain hanya bisa di gunakan utk belanja di shopee & apakah coin shopee bisa di gunakan di aplikasi lain yg serupa dng shopee..!",1
sangat menyenangkan blanja di shopee,5
sangat membantu,5
tetap yang terbaik....!!!,5
shopee terpecaya garansi tepat waktu.jika barangnya telat datang pasti akan dikasih bonus gratis dari shopee,5
ok,5
cara mudah untuk belanja.,5
bagus,5
mantap gak ribet,4
dipertahankan apknya. sering lemot apknya kk. mohon di perbaiki yaaa. saya sering blnja,5
sangat membantu dalam mencari hal apapun,5
bagus,5
"mantap,",5
Sangat memuaskan.,5
"sebel banget sekarang sama shopee, dari dulu padahal saya pake shopee tapi sekarang kalo kirim² uang pasti aja kepotong padahal beberapa bulan lalu engga,tolong di perbaiki dong shopee jangan sampe nanti yang main shopee pada males lama² kalo kaya gtu",2
keren,5
cihuyy,5
sopi ini gacor banget,5
"Blanja pke jasa kirim SPX pengirimannya super lambat, barang2 tdk terjaga dgn baik. Barang2 yg rawan pecah berisko akan rusak saat diterima. Selama berbelanja online, baru kali ini barang yg dipesan selalu tertahan lama di Palembang DC dan ujung2nya barang yg dipesan gak nyampe ke penerima & pada akhirnya dinyatakan hilang. Dan saat ini saya sedang menunggu pesanan saya dan ini kejadian yg kedua kalinya lagi2 tertahan di Palembang DC & tdk ada pergerakan!",1
anjayy,5
sangat puas,5
masih ada toko yg nipu,4
bagus,4
puas,5
memuaskan,5
aplikasinya bagus,5
"Banyak penipu berkedok pembeli, setelah pengembalian dimudahkan, saldo dan pengembalian pembeli terlalu lama jadi 15 hari. Merugikan penjual, padahal saya juga pembeli, tp liat sekarang makin parah. Kembalikan blockir pembeli yg seenaknya",1
like,5
Banyakin Diskon dan Promonya,5
bagus bangett,5
shopee best of the best,5
"apk shoppy itu barangnya murah"" terus banyak vouchernya cuma barangnya kebanyakan tidak sesuai ekspektasi😭😭",4
mantab,5
bagus,5
bagus,5
bagus,5
"sering erorr,",3
barang selalu lebih murah dari toko lain,5
"Baru pesan sekali udah gak bisa COD, aneh banget",5
super kerwn shopiiiii,5
bagus,5
sangata seruu,5
jadi jarang belanja di Shopee lagi soal nya nga ada j&t lagi yg ada spx yang kurir nya malas ngantar ketujuan 😢,2
sangat membantu,5
terima kasih shopee semakin jaya,5
saya suka dengan shopee dan barang di shopee selalu banyak diskon dan saya selalu belanja sampai saya di marahin ibuk saya,5
"Pengalaman Belanja yang Mengecewakan Saya sangat kecewa dengan pengalaman belanja di Shopee. Saya sudah mengajukan pembatalan untuk pesanan baju batik Burgundy, namun penjual tidak menyetujui dan tetap mengirimkan barang yang saya tidak butuhkan. Sistem pengembalian juga sangat rumit, dan tidak ada solusi yang jelas dari Shopee. Proses pembatalan dan pengembalian harus diperbaiki agar pelanggan tidak merasa terabaikan. Semoga pengalaman buruk ini dapat diperhatikan dan diperbaiki ke depannya.",1
ok,5
"bagus kk buat blanja,yang mager keluar bisa ke shopee",5
Mantapp,5
aplikasi nya bagus terus banyak promo dan gratis ongkir untuk Shopee Terima kasih sudah menemani belanja online ku,5
bagus,5
tertipu,3
baguss untuk kaum orang yang mager belanja keluar,5
"dengan shopee kita bisa lacak barang yg dipesan. saran: koin, bonus, hadiah, permainan dll. dibuat simpel dan mudah agar masyarakat gampang memahaminya. bravo!",5
terbaik,5
recommended,5
bagus cepat dan amanah,5
saya banyak tertolong dengan adanya aplikasi shopee.Terimakasih shopee.,5
ok,5
lumayan bagus 👍pas di pakai,5
💜,5
sya sngat suka dan bisa di percaya,5
memuaskan,5
stop pake Shopee lagi pengiriman lama sekali,1
puas belanja di shopee,5
"Mudah, cepat dan terpercaya. Semoga dapat dipertahankan apalagi kalau boleh ditingkatkan. Banyak bonus nya juga, senang berbelanja disini. Ada juga game untuk mendapatkan tambahan koin dan voucher.",5
"aplikasi shopee bagus pake banget, harga nya murah' tapi saran aku tambahin dong fitur pembayaran dompet digital kaya dana,ovo,gopay itu aj sih saran aku",5
terlalu baik,5
ok,5
sangat membantu,5
lumayan,4
"shopee food nya makin besar biaya pesanan.. tpii orderan gak ada.. terlalu makan bnyak uang driver di makan sistem shopee soal gabungan order,,apa lagi 3 orderan tambahan ongkir 1.600 gila shopee makan uang driver ongkir dikurangi... ubah sistem shopee ongkir utamakan ongkir driver bukan untungin aplikator shopee ..sama aja nii haluss Korupsi ongkir driver rakyat kecil diambil ... jutaan driver brp bnyak ongkir di korupsi shopeee ..",1
"Pengiriman lambat, lebih dari 7hari untuk tujuan kalimantan",1
sangat bermanfaat,4
"Silahkan cek data saya di bank semua prilaku baik dalam kredit cicilan, nama saya Eden Ardin Firdauz bahkan sampe 500 jt, dana keterlambatan saya bayar full, aneh saya dengan shopee pinjam",1
aplikasi ini bagus sangat membantu sekali,5
"semenjak adanya layanan jasa kirim SPX Express pengiriman malah lebih lambat mending pakai jasa kirim JNT lagi kaya biasanya biar pesanan cepat samapai, pesanan saya hanya berjarak 60km malah nympai 3/4hari sih",5
ok,5
datang tepat waktu,5
bgus,5
ok,5
kk tolong kaih tau dsftarnya kayak mn yg guss plisss,5
shopee mantap,5
sebuah aplikasi yang baik. sangat sangat membantu 👍👍👍👍,5
Sangat puas,5
culuo asik jualan di market ini,5
Good,1
jelak barang ya,1
sangat nyaman belanja di toko ini . detailnya cukup jelas 👍,5
"oke lah,cuman masih kurang lengkap",4
bagus...!!!👍🙏,5
terimakasih banyak..shopee...,5
"shopee mantap gak kecewa belanja di shopee joooos blanja onlen ya di shopee tempat nya slain murah kualitas terjamin. ,,",5
